label,epsilon,mean_h,ci_low,ci_high,mean_calls,n
hard_reset,0.0,1.9,1.2,3.0,4.0,10
hard_reset,0.05,1.9,1.2,3.0,4.0,10
hard_reset,0.1,1.9,1.2,3.0,4.0,10
projection,0.0,1.9,1.2,3.0,4.0,10
projection,0.05,1.9,1.2,3.0,4.0,10
projection,0.1,1.9,1.2,3.0,4.0,10
residual,0.0,1.9,1.2,3.0,4.0,10
residual,0.05,1.9,1.2,3.0,4.0,10
residual,0.1,1.9,1.2,3.0,4.0,10
