oracle_call,base_reward,folded_reward
1358,634.000,0.000
1359,634.500,0.000
1360,635.000,0.000
1361,635.500,0.000
1362,636.000,0.000
1363,636.500,0.000
1364,637.000,0.000
1365,637.500,0.000
1366,638.000,0.000
1367,638.500,0.000
1368,639.000,0.000
1369,639.500,0.000
1370,640.000,0.000
1371,640.500,0.000
1372,640.500,0.000
1373,641.000,0.000
1374,641.500,0.000
1375,642.000,0.000
1376,642.500,0.000
1377,643.000,0.000
1378,643.500,0.000
1379,644.000,0.000
1380,644.500,0.000
1381,645.000,0.000
1382,645.500,0.000
1383,646.000,0.000
1384,646.500,0.000
1385,647.000,0.000
1386,647.500,0.000
1387,648.000,0.000
1388,648.500,0.000
1389,649.000,0.000
1390,649.500,0.000
1391,650.000,0.000
1392,650.500,0.000
1393,651.000,0.000
1394,651.500,0.000
1395,652.000,0.000
1396,652.500,0.000
1397,653.000,0.000
1398,653.500,0.000
1399,654.000,0.000
1400,654.500,0.000
1401,655.000,0.000
1402,655.500,0.000
1403,656.000,0.000
1404,656.500,0.000
1405,657.000,0.000
1406,657.500,0.000
1407,658.000,0.000
1408,658.500,0.000
1409,659.000,0.000
1410,659.500,0.000
1411,660.000,0.000
1412,660.500,0.000
1413,661.000,0.000
1414,661.500,0.000
1415,662.000,0.000
1416,662.500,0.000
1417,663.000,0.000
1418,663.500,0.000
1419,664.000,0.000
1420,664.500,0.000
1421,665.000,0.000
1422,665.500,0.000
1423,666.000,0.000
1424,666.500,0.000
1425,667.000,0.000
1426,667.500,0.000
1427,668.000,0.000
1428,668.500,0.000
1429,669.000,0.000
1430,669.500,0.000
1431,670.000,0.000
1432,670.500,0.000
1433,671.000,0.000
1434,671.500,0.000
1435,672.000,0.000
1436,672.500,0.000
1437,673.000,0.000
1438,673.500,0.000
1439,674.000,0.000
1440,674.500,0.000
1441,675.000,0.000
1442,675.500,0.000
1443,676.000,0.000
1444,676.500,0.000
1445,677.000,0.000
1446,677.500,0.000
1447,678.000,0.000
1448,678.500,0.000
1449,679.000,0.000
1450,679.500,0.000
1451,680.000,0.000
1452,680.500,0.000
1453,681.000,0.000
1454,681.500,0.000
1455,682.000,0.000
1456,682.500,0.000
1457,683.000,0.000
1458,683.500,0.000
1459,684.000,0.000
1460,684.500,0.000
1461,685.000,0.000
1462,685.500,0.000
1463,686.000,0.000
1464,686.500,0.000
1465,687.000,0.000
1466,687.500,0.000
1467,688.000,0.000
1468,688.500,0.000
1469,689.000,0.000
1470,689.500,0.000
1471,690.000,0.000
1472,690.500,0.000
1473,691.000,0.000
1474,691.500,0.000
1475,692.000,0.000
1476,692.500,0.000
1477,693.000,0.000
1478,693.500,0.000
1479,694.000,0.000
1480,694.500,0.000
1481,695.000,0.000
1482,695.500,0.000
1483,696.000,0.000
1484,696.500,0.000
1485,697.000,0.000
1486,697.500,0.000
1487,698.000,0.000
1488,698.500,0.000
1489,699.000,0.000
1490,699.500,0.000
1491,700.000,0.000
1492,700.500,0.000
1493,701.000,0.000
1494,701.500,0.000
1495,702.000,0.000
1496,702.500,0.000
1497,702.500,0.000
1498,703.000,0.000
1499,703.500,0.000
1500,704.000,0.000
1501,704.500,0.000
1502,705.000,0.000
1503,705.500,0.000
1504,706.000,0.000
1505,706.500,0.000
1506,707.000,0.000
1507,707.500,0.000
1508,708.000,0.000
1509,708.500,0.000
1510,709.000,0.000
1511,709.500,0.000
1512,710.000,0.000
1513,710.500,0.000
1514,711.000,0.000
1515,711.500,0.000
1516,712.000,0.000
1517,712.500,0.000
1518,713.000,0.000
1519,713.500,0.000
1520,714.000,0.000
1521,714.500,0.000
1522,714.500,0.000
1523,715.000,0.000
1524,715.500,0.000
1525,716.000,0.000
1526,716.500,0.000
1527,717.000,0.000
1528,717.500,0.000
1529,718.000,0.000
1530,718.500,0.000
1531,719.000,0.000
1532,719.500,0.000
1533,720.000,0.000
1534,720.500,0.000
1535,721.000,0.000
1536,721.500,0.000
1537,722.000,0.000
1538,722.500,0.000
1539,723.000,0.000
1540,723.500,0.000
1541,724.000,0.000
1542,724.500,0.000
1543,725.000,0.000
1544,725.500,0.000
1545,726.000,0.000
1546,726.500,0.000
1547,727.000,0.000
1548,727.500,0.000
1549,728.000,0.000
1550,728.500,0.000
1551,729.000,0.000
1552,729.500,0.000
1553,730.000,0.000
1554,730.500,0.000
1555,731.000,0.000
1556,731.500,0.000
1557,732.000,0.000
1558,732.500,0.000
1559,733.000,0.000
1560,733.500,0.000
1561,734.000,0.000
1562,734.500,0.000
1563,735.000,0.000
1564,735.500,0.000
1565,736.000,0.000
1566,736.500,0.000
1567,737.000,0.000
1568,737.500,0.000
1569,738.000,0.000
1570,738.500,0.000
1571,739.000,0.000
1572,739.500,0.000
1573,740.000,0.000
1574,740.500,0.000
1575,741.000,0.000
1576,741.500,0.000
1577,742.000,0.000
1578,742.500,0.000
1579,743.000,0.000
1580,743.500,0.000
1581,744.000,0.000
1582,744.500,0.000
1583,745.000,0.000
1584,745.500,0.000
1585,746.000,0.000
1586,746.500,0.000
1587,747.000,0.000
1588,747.500,0.000
1589,748.000,0.000
1590,748.500,0.000
1591,749.000,0.000
1592,749.500,0.000
1593,750.000,0.000
1594,750.500,0.000
1595,751.000,0.000
1596,751.500,0.000
1597,752.000,0.000
1598,752.500,0.000
1599,753.000,0.000
1600,753.500,0.000
