label,epsilon,mean_h,ci_low,ci_high,mean_calls,n
drift,0.0,10.0,7.416666666666667,12.833333333333334,9.0,12
drift,0.05,10.916666666666666,7.75,14.25,9.0,12
drift,0.1,13.333333333333334,9.833333333333334,16.666666666666668,9.0,12
fixed,0.0,10.583333333333334,8.25,13.166666666666666,9.0,12
fixed,0.05,11.333333333333334,8.666666666666666,14.333333333333334,9.0,12
fixed,0.1,13.916666666666666,10.833333333333334,16.666666666666668,9.0,12
uncertainty,0.0,10.416666666666666,7.75,13.5,9.0,12
uncertainty,0.05,10.666666666666666,7.833333333333333,13.916666666666666,9.0,12
uncertainty,0.1,14.25,10.833333333333334,17.75,9.0,12
